Year,Planet
3823,Venus
3824,Venus
3825,Venus
3826,Venus
3827,Venus
3828,Venus
3829,Venus
3830,Venus
3831,Venus
3832,Venus
3833,Venus
3834,Venus
3835,Venus
3836,Venus
3837,Venus
3838,Venus
3839,Venus
3840,Venus
3841,Venus
3842,Venus
3843,Venus
3844,Venus
3845,Venus
3846,Venus
3847,Venus
3848,Venus
3849,Venus
3850,Venus
3851,Venus
3852,Venus
3853,Jupiter
3854,Jupiter
3855,Jupiter
3856,Jupiter
3857,Jupiter
3858,Jupiter
3859,Jupiter
3860,Jupiter
3861,Jupiter
3862,Jupiter
3863,Jupiter
3864,Jupiter
3865,Jupiter
3866,Jupiter
3867,Jupiter
3868,Jupiter
3869,Jupiter
3870,Jupiter
3871,Jupiter
3872,Jupiter
3873,Jupiter
3874,Jupiter
3875,Jupiter
3876,Jupiter
3877,Jupiter
3878,Jupiter
3879,Jupiter
3880,Jupiter
3881,Jupiter
3882,Jupiter
3883,Jupiter
3884,Jupiter
3885,Jupiter
3886,Jupiter
3887,Jupiter
3888,Jupiter
3889,Mercury
3890,Mercury
3891,Mercury
3892,Mercury
3893,Mercury
3894,Mercury
3895,Mercury
3896,Mercury
3897,Mercury
3898,Mercury
3899,Mercury
3900,Mercury
3901,Mercury
3902,Mercury
3903,Mercury
3904,Mercury
3905,Mercury
3906,Mercury
3907,Mercury
3908,Mercury
3909,Mercury
3910,Mercury
3911,Mercury
3912,Mercury
3913,Mercury
3914,Mercury
3915,Mercury
3916,Mercury
3917,Mercury
3918,Mercury
3919,Mercury
3920,Mercury
3921,Mercury
3922,Mercury
3923,Mercury
3924,Mercury
3925,Mars
3926,Mars
3927,Mars
3928,Mars
3929,Mars
3930,Mars
3931,Mars
3932,Mars
3933,Mars
3934,Mars
3935,Mars
3936,Mars
3937,Mars
3938,Mars
3939,Mars
3940,Mars
3941,Mars
3942,Mars
3943,Mars
3944,Mars
3945,Mars
3946,Mars
3947,Mars
3948,Mars
3949,Mars
3950,Mars
3951,Mars
3952,Mars
3953,Mars
3954,Mars
3955,Mars
3956,Mars
3957,Mars
3958,Mars
3959,Mars
3960,Mars
3961,Moon
3962,Moon
3963,Moon
3964,Moon
3965,Moon
3966,Moon
3967,Moon
3968,Moon
3969,Moon
3970,Moon
3971,Moon
3972,Moon
3973,Moon
3974,Moon
3975,Moon
3976,Moon
3977,Moon
3978,Moon
3979,Moon
3980,Moon
3981,Moon
3982,Moon
3983,Moon
3984,Moon
3985,Moon
3986,Moon
3987,Moon
3988,Moon
3989,Moon
3990,Moon
3991,Moon
3992,Moon
3993,Moon
3994,Moon
3995,Moon
3996,Moon
3997,Sun
3998,Sun
3999,Sun
4000,Sun
4001,Sun
4002,Sun
4003,Sun
4004,Sun
4005,Sun
4006,Sun
4007,Sun
4008,Sun
4009,Sun
4010,Sun
4011,Sun
4012,Sun
4013,Sun
4014,Sun
4015,Sun
4016,Sun
4017,Sun
4018,Sun
4019,Sun
4020,Sun
4021,Sun
4022,Sun
4023,Sun
4024,Sun
4025,Sun
4026,Sun
4027,Sun
4028,Sun
4029,Sun
4030,Sun
4031,Sun
4032,Sun
